#TYPE System.Diagnostics.Process
"__NounName","Name","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","BasePriority","ExitCode","HasExited","ExitTime","Handle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"Process","UNS","281","85258240","6172672","8003584","21328","C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\UNS\UNS.exe","Intel Corporation","29,016186","6.1.0.1044","6.1.0.1044","User Notification Service","Intel(R) Management & Security Application User Notification Service","8",,"False",,"3040","281","5948",".","0","","System.Diagnostics.ProcessModule (UNS.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21328","21328","8003584","8003584","125040","125040","8503296","8503296","12210176","12210176","97394688","97394688","True","Normal","8003584","8003584","00:00:13.2132847","UNS","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:57:08",,"System.Diagnostics.ProcessThreadCollection","00:00:29.0161860","00:00:15.8029013","85258240","85258240","False",,,,"6172672","6172672",,
"Process","spoolsv","431","125431808","6217728","11255808","25592","C:\Windows\System32\spoolsv.exe","Microsoft Corporation","25,8493657","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Aplicaci?n de subsistema de cola","Sistema operativo Microsoft? Windows?","8",,"False",,"3052","431","1556",".","0","","System.Diagnostics.ProcessModule (spoolsv.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25592","25592","11255808","11255808","195288","195288","14573568","14573568","24379392","24379392","133820416","133820416","True","Normal","11255808","11255808","00:00:11.1072712","spoolsv","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:54:12",,"System.Diagnostics.ProcessThreadCollection","00:00:25.8493657","00:00:14.7420945","125431808","125431808","False",,,,"6217728","6217728",,
"Process","POWERPNT","750","286101504","7778304","45551616","69800","C:\Program Files (x86)\Microsoft Office\Office12\POWERPNT.EXE","Microsoft Corporation","25,2253617","12.0.6545.5000","12.0.6545.5000","Microsoft Office PowerPoint","2007 Microsoft Office system","8",,"False",,"3156","750","13112",".","4132330","Microsoft PowerPoint uso no comercial - [Administrador de redes - M?d. 3 Programaci?n PowerShell.pptx]","System.Diagnostics.ProcessModule (POWERPNT.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","69800","69800","45551616","45551616","473968","473968","52793344","52793344","59060224","59060224","299380736","299380736","True","Normal","45551616","45551616","00:00:06.5520420","POWERPNT","15","True","1","System.Diagnostics.ProcessStartInfo","21/07/2011 8:35:23",,"System.Diagnostics.ProcessThreadCollection","00:00:25.2253617","00:00:18.6733197","286101504","286101504","False",,,,"7778304","7778304",,
"Process","tvt_reg_monitor_svc","186","60133376","442368","3600384","12880","C:\Program Files (x86)\Common Files\Lenovo\tvt_reg_monitor_svc.exe","Lenovo Group Limited","24,6013577","8.30.0003.00","8.30.0003.00","About ThinkVantage Technologies","ThinkVantage Technologies","8",,"False",,"2920","186","5140",".","0","","System.Diagnostics.ProcessModule (tvt_reg_monitor_svc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12880","12880","3600384","3600384","79120","79120","3981312","3981312","6393856","6393856","63156224","63156224","True","Normal","3600384","3600384","00:00:10.4052667","tvt_reg_monitor_svc","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:57:38",,"System.Diagnostics.ProcessThreadCollection","00:00:24.6013577","00:00:14.1960910","60133376","60133376","False",,,,"442368","442368",,
"Process","boincmgr","185","116076544","3444736","7929856","18320","C:\Program Files\BOINC\boincmgr.exe","Space Sciences Laboratory","23,2285489","6.10.60","6.10.60","BOINC Manager for Windows","BOINC client","8",,"False",,"3028","185","1212",".","0","","System.Diagnostics.ProcessModule (boincmgr.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18320","18320","7929856","7929856","198832","198832","7929856","7929856","15814656","15814656","121782272","121782272","True","Normal","7929856","7929856","00:00:13.1820845","boincmgr","15","True","1","System.Diagnostics.ProcessStartInfo","16/07/2011 14:55:58",,"System.Diagnostics.ProcessThreadCollection","00:00:23.2285489","00:00:10.0464644","116076544","116076544","False",,,,"3444736","3444736",,
"Process","TPOSDSVC","151","89350144","1998848","7036928","13568","C:\Program Files\LENOVO\HOTKEY\tposdsvc.exe","Lenovo Group Limited","21,3877371","1.21","1.21","On screen display message generator for ThinkPad","On screen display","8",,"False",,"3020","151","4988",".","0","","System.Diagnostics.ProcessModule (tposdsvc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13568","13568","7036928","7036928","153768","153768","7299072","7299072","8380416","8380416","95903744","95903744","True","Normal","7036928","7036928","00:00:18.7201200","TPOSDSVC","15","True","1","System.Diagnostics.ProcessStartInfo","16/07/2011 14:55:47",,"System.Diagnostics.ProcessThreadCollection","00:00:21.3877371","00:00:02.6676171","89350144","89350144","False",,,,"1998848","1998848",,
"Process","egui","302","123662336","4911104","8167424","23912","C:\Program Files\ESET\ESET NOD32 Antivirus\egui.exe","ESET","20,1085289","4.2.40.10 ","4.2.40.10 ","ESET GUI","ESET Smart Security","8",,"False",,"2892","302","4592",".","0","","System.Diagnostics.ProcessModule (egui.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","23912","23912","8167424","8167424","224072","224072","19210240","19210240","28577792","28577792","169771008","169771008","True","Normal","8167424","8167424","00:00:10.4052667","egui","15","True","1","System.Diagnostics.ProcessStartInfo","16/07/2011 14:55:51",,"System.Diagnostics.ProcessThreadCollection","00:00:20.1085289","00:00:09.7032622","123662336","123662336","False",,,,"4911104","4911104",,
"Process","password_manager","346","111939584","2564096","6311936","19200","C:\Program Files\Lenovo\Client Security Solution\password_manager.exe","Lenovo Group Limited","14,5548933","3.20.0311.00","3.20.0311.00","Password Manager","Password Manager","8",,"False",,"3108","346","4708",".","0","","System.Diagnostics.ProcessModule (password_manager.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19200","19200","6311936","6311936","203944","203944","15540224","15540224","23687168","23687168","133713920","133713920","True","Normal","6311936","6311936","00:00:07.9872512","password_manager","15","True","1","System.Diagnostics.ProcessStartInfo","16/07/2011 14:55:53",,"System.Diagnostics.ProcessThreadCollection","00:00:14.5548933","00:00:06.5676421","111939584","111939584","False",,,,"2564096","2564096",,
"Process","cssauth","679","192585728","5427200","18018304","30720","C:\Program Files\Lenovo\Client Security Solution\cssauth.exe","Lenovo Group Limited","13,572087","8.30.0013.00","8.30.0013.00","CSS Authentication Provider","Client Security Solution","8",,"False",,"2908","679","392",".","0","","System.Diagnostics.ProcessModule (cssauth.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","30720","30720","18018304","18018304","340808","340808","21143552","21143552","27312128","27312128","217001984","217001984","True","Normal","18018304","18018304","00:00:07.6128488","cssauth","15","True","1","System.Diagnostics.ProcessStartInfo","16/07/2011 14:55:50",,"System.Diagnostics.ProcessThreadCollection","00:00:13.5720870","00:00:05.9592382","192585728","192585728","False",,,,"5427200","5427200",,
"Process","csrss","1037","55291904","1839104","2818048","17048","C:\Windows\system32\csrss.exe","Microsoft Corporation","11,1228713","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Proceso en tiempo de ejecuci?n del cliente-servidor","Sistema operativo Microsoft? Windows?","13",,"False",,"2916","1037","528",".","0","","System.Diagnostics.ProcessModule (csrss.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17048","17048","2818048","2818048","182976","182976","2981888","2981888","5443584","5443584","57823232","57823232","True","Normal","2818048","2818048","00:00:08.2836531","csrss","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:53:34",,"System.Diagnostics.ProcessThreadCollection","00:00:11.1228713","00:00:02.8392182","55291904","55291904","False",,,,"1839104","1839104",,
"Process","taskhost","253","91992064","6361088","9797632","19832","C:\Windows\system32\taskhost.exe","Microsoft Corporation","9,6408618","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Proceso de host para tareas de Windows","Sistema operativo Microsoft? Windows?","8",,"False",,"2808","253","4900",".","0","","System.Diagnostics.ProcessModule (taskhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19832","19832","9797632","9797632","180824","180824","10117120","10117120","12144640","12144640","98201600","98201600","True","Normal","9797632","9797632","00:00:05.8968378","taskhost","15","True","1","System.Diagnostics.ProcessStartInfo","16/07/2011 14:55:46",,"System.Diagnostics.ProcessThreadCollection","00:00:09.6408618","00:00:03.7440240","91992064","91992064","False",,,,"6361088","6361088",,
"Process","wlanext","354","85819392","3751936","7839744","23304","C:\Windows\system32\WLANExt.exe","Microsoft Corporation","8,9232572","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Marco de extensibilidad de LAN inal?mbrica 802.11 de Windows","Sistema operativo Microsoft? Windows?","8",,"False",,"2900","354","1484",".","0","","System.Diagnostics.ProcessModule (WLANExt.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","23304","23304","7839744","7839744","148144","148144","7872512","7872512","15425536","15425536","87392256","87392256","True","Normal","7839744","7839744","00:00:07.2852467","wlanext","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:54:12",,"System.Diagnostics.ProcessThreadCollection","00:00:08.9232572","00:00:01.6380105","85819392","85819392","False",,,,"3751936","3751936",,
"Process","BTTray","126","137482240","3375104","7282688","14544","C:\Program Files\ThinkPad\Bluetooth Software\BTTray.exe","Broadcom Corporation.","8,3460535","6.2.1.800","6.2.1.800","Bluetooth Tray Application","Bluetooth Software","8",,"False",,"2912","126","4404",".","0","","System.Diagnostics.ProcessModule (BTTray.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14544","14544","7282688","7282688","251800","251800","27615232","27615232","12488704","12488704","141479936","141479936","True","Normal","7282688","7282688","00:00:06.0996391","BTTray","15","True","1","System.Diagnostics.ProcessStartInfo","16/07/2011 14:55:53",,"System.Diagnostics.ProcessThreadCollection","00:00:08.3460535","00:00:02.2464144","137482240","137482240","False",,,,"3375104","3375104",,
"Process","TPKNRRES","50","58765312","1331200","1757184","7680","C:\Program Files\Lenovo\Communications Utility\TPKNRRES.exe","Lenovo Group Limited","6,5988423","1.4.4.0","1.4.4.0","Microphone volume control module","ThinkVantage Communications Utility","8",,"False",,"2880","50","4576",".","0","","System.Diagnostics.ProcessModule (TPKNRRES.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7680","7680","1757184","1757184","108400","108400","1757184","1757184","4521984","4521984","58765312","58765312","True","Normal","1757184","1757184","00:00:04.2744274","TPKNRRES","15","True","1","System.Diagnostics.ProcessStartInfo","16/07/2011 14:55:51",,"System.Diagnostics.ProcessThreadCollection","00:00:06.5988423","00:00:02.3244149","58765312","58765312","False",,,,"1331200","1331200",,
"Process","lsm","275","35328000","3612672","4972544","10360","C:\Windows\system32\lsm.exe","Microsoft Corporation","6,3336406","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Servicio de administrador de sesi?n local","Sistema operativo Microsoft? Windows?","8",,"False",,"2888","275","656",".","0","","System.Diagnostics.ProcessModule (lsm.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10360","10360","4972544","4972544","70512","70512","5763072","5763072","6541312","6541312","38998016","38998016","True","Normal","4972544","4972544","00:00:02.2776146","lsm","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:54:10",,"System.Diagnostics.ProcessThreadCollection","00:00:06.3336406","00:00:04.0560260","35328000","35328000","False",,,,"3612672","3612672",,
"Process","igfxpers","200","101216256","4820992","4648960","13088","C:\Windows\System32\igfxpers.exe","Intel Corporation","6,3024404","8.15.10.2253","8.15.10.2253","persistence Module","Intel(R) Common User Interface","8",,"False",,"2340","200","2164",".","0","","System.Diagnostics.ProcessModule (igfxpers.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13088","13088","4648960","4648960","179304","179304","4763648","4763648","10153984","10153984","105484288","105484288","True","Normal","4648960","4648960","00:00:05.0076321","igfxpers","15","True","1","System.Diagnostics.ProcessStartInfo","16/07/2011 14:55:51",,"System.Diagnostics.ProcessThreadCollection","00:00:06.3024404","00:00:01.2948083","101216256","101216256","False",,,,"4820992","4820992",,
"Process","EvtEng","315","116301824","7196672","12857344","25400","C:\Program Files\Intel\WiFi\bin\EvtEng.exe","Intel(R) Corporation","5,8032372","14, 0, 1, 7","14, 0, 1, 0","Intel(R) PROSet/Wireless Event Log Service","Intel(R) PROSet/Wireless","8",,"False",,"2872","315","1232",".","0","","System.Diagnostics.ProcessModule (EvtEng.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25400","25400","12857344","12857344","160624","160624","13086720","13086720","17403904","17403904","126205952","126205952","True","Normal","12857344","12857344","00:00:03.1044199","EvtEng","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:54:14",,"System.Diagnostics.ProcessThreadCollection","00:00:05.8032372","00:00:02.6988173","116301824","116301824","False",,,,"7196672","7196672",,
"Process","rrservice","231","114532352","3026944","5345280","19264","C:\Program Files (x86)\Lenovo\Rescue and Recovery\rrservice.exe","Lenovo Group Limited","5,2728338","4,30,12,1","4,30,12,1","Rescue and Recovery Backup Service","rrservice Module","8",,"False",,"2884","231","5944",".","0","","System.Diagnostics.ProcessModule (rrservice.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19264","19264","5345280","5345280","215816","215816","9281536","9281536","14106624","14106624","124928000","124928000","True","Normal","5345280","5345280","00:00:01.3884089","rrservice","15","True","0","System.Diagnostics.ProcessStartInfo","20/07/2011 12:00:05",,"System.Diagnostics.ProcessThreadCollection","00:00:05.2728338","00:00:03.8844249","114532352","114532352","False",,,,"3026944","3026944",,
"Process","password_manager","227","100864000","1499136","5660672","18760","C:\Program Files (x86)\Lenovo\Client Security Solution\password_manager.exe","Lenovo Group Limited","5,148033","3.20.0311.00","3.20.0311.00","Password Manager","Password Manager","8",,"False",,"2852","227","5612",".","0","","System.Diagnostics.ProcessModule (password_manager.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18760","18760","5660672","5660672","183408","183408","14016512","14016512","19996672","19996672","109395968","109395968","True","Normal","5660672","5660672","00:00:02.8860185","password_manager","15","True","1","System.Diagnostics.ProcessStartInfo","16/07/2011 14:56:16",,"System.Diagnostics.ProcessThreadCollection","00:00:05.1480330","00:00:02.2620145","100864000","100864000","False",,,,"1499136","1499136",,
"Process","wlcomm","242","175235072","3239936","21004288","20648","C:\Program Files (x86)\Windows Live\Contacts\wlcomm.exe","Microsoft Corporation","4,68003","15.4.3508.1109","15.4.3508.1109","Windows Live Communications Platform","Windows Live Communications Platform","8",,"False",,"2860","242","8356",".","0","","System.Diagnostics.ProcessModule (wlcomm.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20648","20648","21004288","21004288","170600","170600","21393408","21393408","22790144","22790144","178905088","178905088","True","Normal","21004288","21004288","00:00:01.5756101","wlcomm","15","True","1","System.Diagnostics.ProcessStartInfo","20/07/2011 15:43:10",,"System.Diagnostics.ProcessThreadCollection","00:00:04.6800300","00:00:03.1044199","175235072","175235072","False",,,,"3239936","3239936",,
"Process","ServiceLayer","375","138346496","5476352","15581184","27160","C:\Program Files (x86)\PC Connectivity Solution\ServiceLayer.exe","Nokia","4,524029","7, 0, 147, 4","3.13","ServiceLayer Module","PC Connectivity Solution","8",,"False",,"2616","375","5176",".","0","","System.Diagnostics.ProcessModule (ServiceLayer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","27160","27160","15581184","15581184","186776","186776","16883712","16883712","19283968","19283968","158195712","158195712","True","Normal","15581184","15581184","00:00:02.3244149","ServiceLayer","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:56:06",,"System.Diagnostics.ProcessThreadCollection","00:00:04.5240290","00:00:02.1996141","138346496","138346496","False",,,,"5476352","5476352",,
"Process","WmiPrvSE","171","68775936","3952640","5509120","12904","C:\Windows\system32\wbem\wmiprvse.exe","Microsoft Corporation","4,2588273","6.1.7601.17514 (win7sp1_rtm.101119-1850)","6.1.7601.17514","WMI Provider Host","Microsoft? Windows? Operating System","8",,"False",,"2844","171","3468",".","0","","System.Diagnostics.ProcessModule (wmiprvse.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12904","12904","5509120","5509120","116016","116016","6070272","6070272","10805248","10805248","71921664","71921664","True","Normal","5509120","5509120","00:00:02.4960160","WmiPrvSE","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:54:19",,"System.Diagnostics.ProcessThreadCollection","00:00:04.2588273","00:00:01.7628113","68775936","68775936","False",,,,"3952640","3952640",,
"Process","upeksvr","280","118484992","6823936","6189056","18080","C:\Program Files\ThinkVantage Fingerprint Software\upeksvr.exe","UPEK Inc.","4,1652267","5.9.3.6262","5.9.3","Fingerprint Server Process for Vista","ThinkVantage Fingerprint Software","8",,"False",,"2856","280","3744",".","0","","System.Diagnostics.ProcessModule (upeksvr.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18080","18080","6189056","6189056","209288","209288","6995968","6995968","14688256","14688256","130985984","130985984","True","Normal","6189056","6189056","00:00:02.3400150","upeksvr","15","True","1","System.Diagnostics.ProcessStartInfo","16/07/2011 14:54:52",,"System.Diagnostics.ProcessThreadCollection","00:00:04.1652267","00:00:01.8252117","118484992","118484992","False",,,,"6823936","6823936",,
"Process","WLIDSVC","349","90365952","3444736","9191424","22808","C:\Program Files\Common Files\Microsoft Shared\Windows Live\WLIDSVC.EXE","Microsoft Corp.","3,9468253","7.250.4225.0","7.250.4225.0","Microsoft? Windows Live ID Service","Microsoft? CoReXT","8",,"False",,"2824","349","2768",".","0","","System.Diagnostics.ProcessModule (WLIDSVC.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22808","22808","9191424","9191424","152352","152352","9424896","9424896","16474112","16474112","94203904","94203904","True","Normal","9191424","9191424","00:00:01.6536106","WLIDSVC","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:54:15",,"System.Diagnostics.ProcessThreadCollection","00:00:03.9468253","00:00:02.2932147","90365952","90365952","False",,,,"3444736","3444736",,
"Process","mdm","84","59641856","2043904","3330048","10184","C:\Program Files (x86)\Common Files\Microsoft Shared\VS7DEBUG\mdm.exe","Microsoft Corporation","3,5256226","7.10.3077","7.10.3077","Machine Debug Manager","Microsoft? Visual Studio .NET","8",,"False",,"2832","84","2300",".","0","","System.Diagnostics.ProcessModule (mdm.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10184","10184","3330048","3330048","97304","97304","3383296","3383296","6180864","6180864","62525440","62525440","True","Normal","3330048","3330048","00:00:02.9172187","mdm","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:54:14",,"System.Diagnostics.ProcessThreadCollection","00:00:03.5256226","00:00:00.6084039","59641856","59641856","False",,,,"2043904","2043904",,
"Process","hkcmd","184","123346944","2629632","4423680","14288","C:\Windows\System32\hkcmd.exe","Intel Corporation","3,4632222","8.15.10.2253","8.15.10.2253","hkcmd Module","Intel(R) Common User Interface","8",,"False",,"2668","184","1964",".","0","","System.Diagnostics.ProcessModule (hkcmd.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14288","14288","4423680","4423680","226232","226232","4612096","4612096","11710464","11710464","130686976","130686976","True","Normal","4423680","4423680","00:00:02.5896166","hkcmd","15","True","1","System.Diagnostics.ProcessStartInfo","16/07/2011 14:55:51",,"System.Diagnostics.ProcessThreadCollection","00:00:03.4632222","00:00:00.8736056","123346944","123346944","False",,,,"2629632","2629632",,
"Process","TPONSCR","56","70647808","1445888","1445888","7928","C:\Program Files\Lenovo\HOTKEY\TPONSCR.exe","Lenovo Group Limited","3,3852217","6.30","6.30","On screen display drawer","On screen display","8",,"False",,"2816","56","4288",".","0","","System.Diagnostics.ProcessModule (TPONSCR.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7928","7928","1445888","1445888","133144","133144","1499136","1499136","4993024","4993024","72568832","72568832","True","Normal","1445888","1445888","00:00:03.0420195","TPONSCR","15","True","1","System.Diagnostics.ProcessStartInfo","16/07/2011 14:55:48",,"System.Diagnostics.ProcessThreadCollection","00:00:03.3852217","00:00:00.3432022","70647808","70647808","False",,,,"1445888","1445888",,
"Process","UNCServer","222","187699200","835584","19578880","22852","C:\Program Files (x86)\Lenovo\System Update\UNCServer.exe"," ","3,1824204","1.0.4125.25173","1.0.4125.25173"," "," ","8",,"False",,"2828","222","3300",".","0","","System.Diagnostics.ProcessModule (UNCServer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22852","22852","19578880","19578880","269712","269712","21061632","21061632","17711104","17711104","205684736","205684736","True","Normal","19578880","19578880","00:00:01.7004109","UNCServer","15","True","1","System.Diagnostics.ProcessStartInfo","18/07/2011 8:23:22",,"System.Diagnostics.ProcessThreadCollection","00:00:03.1824204","00:00:01.4820095","187699200","187699200","False",,,,"835584","835584",,
"Process","tpnumlkd","68","46923776","1519616","2109440","7152","C:\PROGRA~1\Lenovo\HOTKEY\tpnumlkd.exe","Lenovo Group Limited","2,6676171","1.21","1.21","NumLock on screen display for ThinkPad","On screen display","13",,"False",,"1620","68","5016",".","196758","ThinkPad NumLock/CapsLock Indicator","System.Diagnostics.ProcessModule (tpnumlkd.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7152","7152","2109440","2109440","83600","83600","2199552","2199552","4861952","4861952","50069504","50069504","True","High","2109440","2109440","00:00:01.7628113","tpnumlkd","15","True","1","System.Diagnostics.ProcessStartInfo","16/07/2011 14:55:47",,"System.Diagnostics.ProcessThreadCollection","00:00:02.6676171","00:00:00.9048058","46923776","46923776","False",,,,"1519616","1519616",,
"Process","sua","71","28340224","1552384","1613824","8048","C:\Program Files (x86)\Secunia\PSI\sua.exe","Secunia","2,6364169","1.0.0.5006","","Secunia Update Agent","Secunia Update Agent","8",,"False",,"1824","71","4644",".","0","","System.Diagnostics.ProcessModule (sua.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8048","8048","1613824","1613824","34904","34904","1617920","1617920","3784704","3784704","28340224","28340224","True","Normal","1613824","1613824","00:00:01.5912102","sua","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:55:22",,"System.Diagnostics.ProcessThreadCollection","00:00:02.6364169","00:00:01.0452067","28340224","28340224","False",,,,"1552384","1552384",,
"Process","DLG","78","86331392","1208320","2904064","9680","C:\Program Files (x86)\Digital Line Detect\DLG.exe","Avanquest Software ","2,1372137","1, 0, 0, 2","1, 0, 0, 2","Digital Line Detection","Digital Line Detection","8",,"False",,"2664","78","4696",".","0","","System.Diagnostics.ProcessModule (DLG.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9680","9680","2904064","2904064","158688","158688","2961408","2961408","6598656","6598656","88395776","88395776","True","Normal","2904064","2904064","00:00:00.9204059","DLG","15","True","1","System.Diagnostics.ProcessStartInfo","16/07/2011 14:55:53",,"System.Diagnostics.ProcessThreadCollection","00:00:02.1372137","00:00:01.2168078","86331392","86331392","False",,,,"1208320","1208320",,
"Process","SeaPort","240","68775936","2306048","4739072","20264","C:\Program Files (x86)\Microsoft\Search Enhancement Pack\SeaPort\SeaPort.exe","Microsoft Corporation","1,6224104","3.0.133.0","3.0.133.0","Microsoft SeaPort Search Enhancement Broker","Microsoft Search Enhancement Pack","8",,"False",,"2936","240","2448",".","0","","System.Diagnostics.ProcessModule (SeaPort.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20264","20264","4739072","4739072","122352","122352","5345280","5345280","9609216","9609216","73654272","73654272","True","Normal","4739072","4739072","00:00:00.5616036","SeaPort","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:54:15",,"System.Diagnostics.ProcessThreadCollection","00:00:01.6224104","00:00:01.0608068","68775936","68775936","False",,,,"2306048","2306048",,
"Process","psi_tray","63","66400256","876544","1519616","8104","C:\Program Files (x86)\Secunia\PSI\psi_tray.exe","Secunia","1,2324079","2.0.0.1003","2.0.0.1003","Secunia PSI Tray","Secunia PSI Tray","8",,"False",,"2944","63","4780",".","0","","System.Diagnostics.ProcessModule (psi_tray.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8104","8104","1519616","1519616","122352","122352","1560576","1560576","5373952","5373952","68026368","68026368","True","Normal","1519616","1519616","00:00:00.7176046","psi_tray","15","True","1","System.Diagnostics.ProcessStartInfo","16/07/2011 14:55:54",,"System.Diagnostics.ProcessThreadCollection","00:00:01.2324079","00:00:00.5148033","66400256","66400256","False",,,,"876544","876544",,
"Process","SUService","432","167981056","3346432","18137088","32148","C:\Program Files (x86)\Lenovo\System Update\SUService.exe","Lenovo Group Limited","1,1856076","4.0.0.0","4.0.0.0","ThinkVantage System Update Service","ThinkVantage System Update Service","8",,"False",,"2172","432","7136",".","0","","System.Diagnostics.ProcessModule (SUService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","32148","32148","18137088","18137088","231160","231160","19255296","19255296","14548992","14548992","176611328","176611328","True","Normal","18137088","18137088","00:00:00.4212027","SUService","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:57:32",,"System.Diagnostics.ProcessThreadCollection","00:00:01.1856076","00:00:00.7644049","167981056","167981056","False",,,,"3346432","3346432",,
"Process","unsecapp","77","31133696","1564672","1908736","7024","C:\Windows\system32\wbem\unsecapp.exe","Microsoft Corporation","1,092007","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Sink to receive asynchronous callbacks for WMI client application","Microsoft? Windows? Operating System","8",,"False",,"2104","77","3360",".","0","","System.Diagnostics.ProcessModule (unsecapp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7024","7024","1908736","1908736","56312","56312","1966080","1966080","5193728","5193728","33230848","33230848","True","Normal","1908736","1908736","00:00:00.4524029","unsecapp","15","True","0","System.Diagnostics.ProcessStartInfo","16/07/2011 14:54:19",,"System.Diagnostics.ProcessThreadCollection","00:00:01.0920070","00:00:00.6396041","31133696","31133696","False",,,,"1564672","1564672",,
"Process","EncoderUI","176","109826048","2039808","6606848","14648","C:\Users\Antonio\Downloads\Microsoft Expression Encoder v3.0.1332\EncoderUI.exe","FC Portables","1,0140065","3.0.1332.0","3.0.1332.0","Expression Encoder","","8",,"False",,"2836","176","10248",".","0","","System.Diagnostics.ProcessModule (EncoderUI.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14648","14648","6606848","6606848","196832","196832","6823936","6823936","12324864","12324864","122511360","122511360","True","Normal","6606848","6606848","00:00:00.2496016","EncoderUI","15","True","1","System.Diagnostics.ProcessStartInfo","20/07/2011 23:25:34",,"System.Diagnostics.ProcessThreadCollection","00:00:01.0140065","00:00:00.7644049","109826048","109826048","False",,,,"2039808","2039808",,
